year,season,date,site,web,plot,quad,treatment,species,obs,cover,height,count,comment
2000,1,2/16/2000,C,4,W,3,C,PLJA,3,0.1,12,11,NA
2000,1,2/16/2000,C,4,W,3,C,SPCO4,1,2,36,1,WAS_SPCO4
2000,1,2/16/2000,C,4,W,3,C,SPCO4,2,0.25,43,1,WAS_SPCO4
2000,1,2/16/2000,C,4,W,3,C,SPCO4,3,0.1,25,1,WAS_SPCO4
2000,1,2/16/2000,C,4,W,4,C,ARPU9,1,0.5,12,1,NA
2000,1,2/16/2000,C,4,W,4,C,LATR2,1,1.5,61,1,NA
2000,1,2/16/2000,C,4,W,4,C,LATR2,2,0.5,28,1,NA
2000,1,2/16/2000,C,4,W,4,C,LATR2,3,1,52,2,BRANCHES_HANGING_OVER_QUAD
2000,1,2/16/2000,C,4,W,4,C,LATR2,4,0.25,23,1,NA
2000,1,2/16/2000,C,4,W,4,C,PLJA,1,1,21,2,NA
2000,1,2/16/2000,C,4,W,4,C,PLJA,2,5,23,3,NA
2000,1,2/16/2000,C,4,W,4,C,PLJA,3,0.1,10,12,NA
2000,1,2/16/2000,C,4,W,4,C,PLJA,4,0.05,7,6,NA
2000,1,2/16/2000,C,4,W,4,C,SPCO4,1,0.1,10,1,WAS_SPCO4
2000,1,2/16/2000,C,4,W,4,C,SPCO4,2,0.1,16,2,WAS_SPCO4
2000,1,2/16/2000,C,4,W,4,C,SPCO4,3,0.1,24,1,WAS_SPCO4
2000,1,2/16/2000,C,4,W,4,C,SPCO4,4,0.25,31,4,WAS_SPCO4
2000,1,2/16/2000,C,5,E,1,C,DAPU7,1,0.01,1,13,NA
2000,1,2/16/2000,C,5,E,1,C,LATR2,1,0.5,35,2,NA
2000,1,2/16/2000,C,5,E,1,C,LATR2,2,0.5,48,2,NA
2000,1,2/16/2000,C,5,E,1,C,LATR2,3,0.05,3,1,SEEDLING
2000,1,2/16/2000,C,5,E,2,C,DAPU7,1,0.01,2,11,NA
2000,1,2/16/2000,C,5,E,2,C,LATR2,1,0.1,30,1,NA
2000,1,2/16/2000,C,5,E,2,C,LATR2,2,0.1,45,1,NA
2000,1,2/16/2000,C,5,E,2,C,LATR2,3,0.1,76,1,NA
2000,1,2/16/2000,C,5,E,3,C,DAPU7,1,0.01,3,3,NA
2000,1,2/16/2000,C,5,E,3,C,DAPU7,2,0.05,5,1,NA
2000,1,2/16/2000,C,5,E,3,C,LATR2,1,2,54,2,NA
2000,1,2/16/2000,C,5,E,3,C,LATR2,2,3,46,2,NA
2000,1,2/16/2000,C,5,E,3,C,LATR2,3,1,39,4,NA
2000,1,2/16/2000,C,5,E,3,C,LATR2,4,6,89,2,NA
2000,1,2/16/2000,C,5,E,3,C,LATR2,5,2,80,2,NA
2000,1,2/16/2000,C,5,E,3,C,LATR2,6,1.5,35,1,NA
2000,1,2/16/2000,C,5,E,3,C,LATR2,7,0.25,94,1,NA
2000,1,2/16/2000,C,5,E,4,C,DAPU7,1,0.01,1,4,NA
2000,1,2/16/2000,C,5,E,4,C,DAPU7,2,0.01,3,1,NA
2000,1,2/16/2000,C,5,E,4,C,LATR2,1,7,107,1,NA
2000,1,2/16/2000,C,5,E,4,C,LATR2,2,5,84,1,NA
2000,1,2/16/2000,C,5,E,4,C,LATR2,3,3,89,1,NA
2000,1,2/16/2000,C,5,E,4,C,LATR2,4,0.5,109,2,NA
2000,1,2/16/2000,C,5,E,4,C,LATR2,5,0.5,124,1,NA
2000,1,2/16/2000,C,5,E,4,C,LATR2,6,2,67,5,NA
2000,1,2/16/2000,C,5,E,4,C,LATR2,7,1.5,43,4,NA
2000,1,2/16/2000,C,5,E,4,C,LATR2,8,3,78,1,NA
2000,1,2/16/2000,C,5,E,4,C,LATR2,9,0.1,19,4,NA
2000,1,2/16/2000,C,5,E,4,C,SCBR2,1,0.05,4,1,NA
2000,1,2/16/2000,C,5,N,1,C,DAPU7,1,0.25,10,1,NA
2000,1,2/16/2000,C,5,N,1,C,LATR2,1,1,30,1,NA
2000,1,2/16/2000,C,5,N,1,C,LATR2,2,5,80,1,NA
2000,1,2/16/2000,C,5,N,1,C,LATR2,3,2.5,72,1,NA
2000,1,2/16/2000,C,5,N,1,C,LATR2,4,3,56,1,NA
2000,1,2/16/2000,C,5,N,1,C,LATR2,5,4,57,1,NA
2000,1,2/16/2000,C,5,N,1,C,LATR2,6,2,70,1,NA
2000,1,2/16/2000,C,5,N,1,C,LATR2,7,4,70,1,NA
2000,1,2/16/2000,C,5,N,1,C,LATR2,8,2,53,1,NA
2000,1,2/16/2000,C,5,N,1,C,SCBR2,1,0.1,3,1,NA
2000,1,2/16/2000,C,5,N,2,C,BOER4,1,1.5,20,1,NA
2000,1,2/16/2000,C,5,N,2,C,LATR2,1,1,42,1,NA
2000,1,2/16/2000,C,5,N,2,C,LATR2,2,0.75,52,1,NA
2000,1,2/16/2000,C,5,N,2,C,LATR2,3,0.5,52,1,NA
2000,1,2/16/2000,C,5,N,2,C,LATR2,4,4.5,96,1,NA
2000,1,2/16/2000,C,5,N,2,C,LATR2,5,2,96,1,NA
2000,1,2/16/2000,C,5,N,2,C,LATR2,6,1,46,1,NA
2000,1,2/16/2000,C,5,N,2,C,LATR2,7,2,45,1,NA
2000,1,2/16/2000,C,5,N,2,C,LATR2,8,3,53,2,NA
2000,1,2/16/2000,C,5,N,2,C,LATR2,9,1,35,1,NA
2000,1,2/16/2000,C,5,N,2,C,LATR2,10,0.25,56,2,branch_tip
2000,1,2/16/2000,C,5,N,2,C,LATR2,11,0.75,27,1,NA
2000,1,2/16/2000,C,5,N,2,C,SCBR2,1,0.05,3,1,NA
2000,1,2/16/2000,C,5,N,2,C,SPCO4,1,0.25,8,1,WAS_SPCO4
2000,1,2/16/2000,C,5,N,3,C,BOER4,1,0.25,13,1,NA
2000,1,2/16/2000,C,5,N,3,C,DAPU7,1,0.05,3,1,NA
2000,1,2/16/2000,C,5,N,3,C,LATR2,1,2.5,53,1,NA
2000,1,2/16/2000,C,5,N,3,C,LATR2,2,3,48,1,NA
2000,1,2/16/2000,C,5,N,3,C,LATR2,3,2,33,4,NA
2000,1,2/16/2000,C,5,N,3,C,LATR2,4,7,46,1,NA
2000,1,2/16/2000,C,5,N,3,C,LATR2,5,4,60,1,NA
2000,1,2/16/2000,C,5,N,3,C,LATR2,6,1,45,1,NA
2000,1,2/16/2000,C,5,N,3,C,MUAR,1,0.1,8,3,NA
2000,1,2/16/2000,C,5,N,3,C,MUAR,2,0.01,7,2,NA
2000,1,2/16/2000,C,5,N,3,C,SCBR2,1,0.1,6,4,NA
2000,1,2/16/2000,C,5,N,3,C,SCBR2,2,0.5,9,3,NA
2000,1,2/16/2000,C,5,N,3,C,SCBR2,3,0.05,5,2,NA
2000,1,2/16/2000,C,5,N,3,C,SPCO4,1,0.75,24,1,WAS_SPCO4
2000,1,2/16/2000,C,5,N,3,C,SPCO4,2,0.05,12,1,WAS_SPCO4
2000,1,2/16/2000,C,5,N,3,C,SPCO4,3,0.1,5,1,WAS_SPCO4
2000,1,2/16/2000,C,5,N,4,C,ARPU9,1,0.25,10,1,var._purpurea
2000,1,2/16/2000,C,5,N,4,C,ARPU9,2,1,12,1,NA
2000,1,2/16/2000,C,5,N,4,C,BOER4,1,0.1,7,1,NA
2000,1,2/16/2000,C,5,N,4,C,DAPU7,1,0.05,3,1,NA
2000,1,2/16/2000,C,5,N,4,C,DAPU7,2,0.1,3,2,NA
2000,1,2/16/2000,C,5,N,4,C,MUAR,1,0.01,4,1,NA
2000,1,2/16/2000,C,5,N,4,C,MUAR2,1,0.5,5,8,NA
2000,1,2/16/2000,C,5,N,4,C,MUAR2,2,1,6,2,NA
2000,1,2/16/2000,C,5,N,4,C,MUAR2,3,0.25,6,3,NA
2000,1,2/16/2000,C,5,N,4,C,MUAR2,4,0.75,6,2,NA
2000,1,2/16/2000,C,5,N,4,C,SCBR2,1,0.01,4,1,NA
2000,1,2/16/2000,C,5,N,4,C,SCBR2,2,0.1,7,1,NA
2000,1,2/16/2000,C,5,N,4,C,SCBR2,3,0.05,3,1,NA
2000,1,2/16/2000,C,5,S,1,C,DAPU7,1,0.1,2,12,NA
2000,1,2/16/2000,C,5,S,1,C,DAPU7,2,0.01,3,3,NA
2000,1,2/16/2000,C,5,S,1,C,LATR2,1,2,74,7,NA
2000,1,2/16/2000,C,5,S,1,C,LATR2,2,0.1,76,2,NA
2000,1,2/16/2000,C,5,S,1,C,LATR2,3,1,64,4,NA
2000,1,2/16/2000,C,5,S,1,C,LATR2,4,2,51,1,NA
2000,1,2/16/2000,C,5,S,1,C,LATR2,5,1.5,47,2,NA
2000,1,2/16/2000,C,5,S,1,C,LATR2,6,1,51,1,NA
2000,1,2/16/2000,C,5,S,1,C,LATR2,7,0.5,29,2,NA
2000,1,2/16/2000,C,5,S,1,C,LATR2,8,1,9,1,MUNCHED._SINGLE_PLANT
2000,1,2/16/2000,C,5,S,1,C,LATR2,9,0.05,65,1,NA
2000,1,2/16/2000,C,5,S,1,C,SCBR2,1,0.5,9,2,NA
2000,1,2/16/2000,C,5,S,1,C,SCBR2,2,0.1,7,1,NA
2000,1,2/16/2000,C,5,S,1,C,SCBR2,3,0.25,6,1,NA
2000,1,2/16/2000,C,5,S,2,C,DAPU7,1,0.01,3,8,NA
2000,1,2/16/2000,C,5,S,2,C,LATR2,1,0.75,72,1,NA
2000,1,2/16/2000,C,5,S,2,C,LATR2,2,0.5,61,1,NA
2000,1,2/16/2000,C,5,S,2,C,LATR2,3,0.25,32,1,NA
2000,1,2/16/2000,C,5,S,2,C,LATR2,4,0.1,24,3,NA
2000,1,2/16/2000,C,5,S,2,C,LATR2,5,1,70,2,NA
2000,1,2/16/2000,C,5,S,2,C,LATR2,6,0.75,58,2,NA
2000,1,2/16/2000,C,5,S,2,C,LATR2,7,0.25,27,1,NA
2000,1,2/16/2000,C,5,S,2,C,LATR2,8,0.1,8,1,NA
2000,1,2/16/2000,C,5,S,2,C,LATR2,9,0.1,47,2,NA
2000,1,2/16/2000,C,5,S,2,C,MUPO2,1,0.5,42,1,NA
2000,1,2/16/2000,C,5,S,2,C,MUPO2,2,0.25,37,1,NA
2000,1,2/16/2000,C,5,S,2,C,SPCO4,1,0.1,12,1,WAS_SPCO4
2000,1,2/16/2000,C,5,S,3,C,DAPU7,1,0.01,3,2,NA
2000,1,2/16/2000,C,5,S,3,C,DAPU7,2,0.01,1,1,NA
2000,1,2/16/2000,C,5,S,3,C,LATR2,1,0.25,42,2,NA
2000,1,2/16/2000,C,5,S,3,C,LATR2,2,1,58,1,NA
2000,1,2/16/2000,C,5,S,3,C,LATR2,3,0.05,47,3,NA
2000,1,2/16/2000,C,5,S,3,C,LATR2,4,0.5,44,2,NA
2000,1,2/16/2000,C,5,S,3,C,LATR2,5,0.25,52,1,NA
2000,1,2/16/2000,C,5,S,3,C,LATR2,6,0.75,94,1,NA
2000,1,2/16/2000,C,5,S,3,C,SCBR2,1,0.25,7,3,NA
2000,1,2/16/2000,C,5,S,3,C,SCBR2,2,0.1,5,1,NA
2000,1,2/16/2000,C,5,S,3,C,SPCO4,1,0.1,3,1,WAS_SPCO4
2000,1,2/16/2000,C,5,S,4,C,DAPU7,1,0.1,5,1,NA
2000,1,2/16/2000,C,5,S,4,C,DAPU7,2,0.05,3,1,NA
2000,1,2/16/2000,C,5,S,4,C,DAPU7,3,0.01,3,6,NA
2000,1,2/16/2000,C,5,S,4,C,LATR2,1,0.5,47,6,NA
2000,1,2/16/2000,C,5,S,4,C,LATR2,2,0.75,44,1,NA
2000,1,2/16/2000,C,5,S,4,C,LATR2,3,1,42,5,NA
2000,1,2/16/2000,C,5,S,4,C,LATR2,4,0.25,22,3,NA
2000,1,2/16/2000,C,5,S,4,C,LATR2,5,0.25,33,3,NA
2000,1,2/16/2000,C,5,S,4,C,LATR2,6,0.1,28,2,NA
2000,1,2/16/2000,C,5,S,4,C,LATR2,7,0.1,20,3,NA
2000,1,2/16/2000,C,5,S,4,C,LATR2,8,0.1,17,2,NA
2000,1,2/16/2000,C,5,S,4,C,LATR2,9,3,74,1,NA
2000,1,2/16/2000,C,5,S,4,C,LATR2,10,2,68,1,NA
2000,1,2/16/2000,C,5,S,4,C,LATR2,11,1.5,43,1,NA
2000,1,2/16/2000,C,5,S,4,C,LEFE,1,0.01,1,1,NA
2000,1,2/16/2000,C,5,W,1,C,DAPU7,1,0.1,3,2,NA
2000,1,2/16/2000,C,5,W,1,C,DAPU7,2,0.05,1,3,NA
2000,1,2/16/2000,C,5,W,1,C,LATR2,1,1,44,1,NA
2000,1,2/16/2000,C,5,W,1,C,LATR2,2,1,30,1,NA
2000,1,2/16/2000,C,5,W,1,C,LATR2,3,2,43,1,NA
2000,1,2/16/2000,C,5,W,1,C,LATR2,4,0.1,14,1,NA
2000,1,2/16/2000,C,5,W,2,C,DAPU7,1,0.05,3,1,NA
2000,1,2/16/2000,C,5,W,2,C,DAPU7,2,0.01,1,1,NA
2000,1,2/16/2000,C,5,W,2,C,LATR2,1,0.75,60,1,BRANCH_CROSSING_QUAD
2000,1,2/16/2000,C,5,W,2,C,LATR2,2,0.25,64,1,BRANCH_TIP_IN_QUAD
2000,1,2/16/2000,C,5,W,2,C,LATR2,3,0.5,76,1,BRANCH_TIP_IN_QUAD
2000,1,2/16/2000,C,5,W,2,C,LATR2,4,3,72,1,NA
2000,1,2/16/2000,C,5,W,2,C,LATR2,5,2,54,4,NA
2000,1,2/16/2000,C,5,W,2,C,SPCO4,1,1,20,1,WAS_SPCO4
2000,1,2/16/2000,C,5,W,3,C,DAPU7,1,0.05,3,2,NA
2000,1,2/16/2000,C,5,W,3,C,DAPU7,2,0.1,4,1,NA
2000,1,2/16/2000,C,5,W,3,C,DAPU7,3,0.25,5,1,NA
2000,1,2/16/2000,C,5,W,3,C,DAPU7,4,0.05,1,5,NA
2000,1,2/16/2000,C,5,W,3,C,LATR2,1,3,62,2,NA
2000,1,2/16/2000,C,5,W,3,C,LATR2,2,2,51,5,NA
2000,1,2/16/2000,C,5,W,3,C,LATR2,3,2,37,1,NA
2000,1,2/16/2000,C,5,W,3,C,LATR2,4,0.25,46,1,BRANCH_TIP_IN_QUAD
2000,1,2/16/2000,C,5,W,3,C,SPCO4,1,0.1,12,2,WAS_SPCO4
2000,1,2/16/2000,C,5,W,3,C,SPCO4,2,0.05,14,1,WAS_SPCO4
2000,1,2/16/2000,C,5,W,3,C,SPCO4,3,0.01,5,1,WAS_SPCO4
2000,1,2/16/2000,C,5,W,3,C,SPCO4,4,0.05,6,1,WAS_SPCO4
2000,1,2/16/2000,C,5,W,4,C,DAPU7,1,0.25,3,3,NA
2000,1,2/16/2000,C,5,W,4,C,DAPU7,2,0.5,4,1,NA
2000,1,2/16/2000,C,5,W,4,C,DAPU7,3,0.01,1,1,NA
2000,1,2/16/2000,C,5,W,4,C,LATR2,1,12,43,1,NA
2000,1,2/16/2000,C,5,W,4,C,LATR2,2,3,44,1,NA
2000,1,2/16/2000,C,5,W,4,C,LATR2,3,1,30,2,NA
2000,1,2/16/2000,C,5,W,4,C,LATR2,4,0.25,41,1,TIP_ONLY
2000,1,2/16/2000,C,5,W,4,C,SCBR2,1,0.1,8,1,NA
2000,1,2/16/2000,C,5,W,4,C,SCBR2,2,0.1,3,1,NA
2000,1,2/3/2000,G,1,E,1,C,BOER4,1,9,26,1,NA
2000,1,2/3/2000,G,1,E,1,C,BOER4,2,12,25,1,NA
2000,1,2/3/2000,G,1,E,1,C,BOER4,3,1,14,3,NA
2000,1,2/3/2000,G,1,E,1,C,BOER4,4,0.05,5,1,NA
2000,1,2/3/2000,G,1,E,1,C,DAPU7,1,0.75,14,1,NA
2000,1,2/3/2000,G,1,E,1,C,DAPU7,2,0.1,8,2,NA
2000,1,2/3/2000,G,1,E,1,C,GUSA2,1,0.1,7,1,NA
2000,1,2/3/2000,G,1,E,1,C,SPCO4,1,0.75,17,1,WAS_SPCO4
2000,1,2/3/2000,G,1,E,1,C,SPCO4,2,0.1,14,1,WAS_SPCO4
2000,1,2/3/2000,G,1,E,2,C,BOER4,1,10,26,1,NA
2000,1,2/3/2000,G,1,E,2,C,BOER4,2,12,26,1,NA
2000,1,2/3/2000,G,1,E,2,C,BOER4,3,4,15,1,NA
2000,1,2/3/2000,G,1,E,2,C,BOER4,4,2,18,2,NA
2000,1,2/3/2000,G,1,E,2,C,BOER4,5,1,20,2,NA
2000,1,2/3/2000,G,1,E,2,C,BOER4,6,0.5,12,1,NA
2000,1,2/3/2000,G,1,E,2,C,GUSA2,1,0.75,21,1,NA
2000,1,2/3/2000,G,1,E,2,C,SPFL2,1,0.05,26,1,WAS_SPFL2
2000,1,2/3/2000,G,1,E,3,C,BOER4,1,12,20,1,NA
2000,1,2/3/2000,G,1,E,3,C,BOER4,2,0.5,21,1,NA
2000,1,2/3/2000,G,1,E,3,C,BOER4,3,1.5,18,1,NA
2000,1,2/3/2000,G,1,E,3,C,BOER4,4,0.25,13,1,NA
2000,1,2/3/2000,G,1,E,3,C,BOER4,5,0.1,10,3,NA
2000,1,2/3/2000,G,1,E,3,C,BOER4,6,0.05,7,3,NA
2000,1,2/3/2000,G,1,E,3,C,DAPU7,1,0.25,6,8,NA
2000,1,2/3/2000,G,1,E,3,C,DAPU7,2,0.1,4,2,NA
2000,1,2/3/2000,G,1,E,3,C,GUSA2,1,0.75,15,1,NA
2000,1,2/3/2000,G,1,E,3,C,SPCR,1,0.1,6,1,WAS_SPCR
2000,1,2/3/2000,G,1,E,4,C,BOER4,1,2,16,1,NA
2000,1,2/3/2000,G,1,E,4,C,BOER4,2,1,15,2,NA
2000,1,2/3/2000,G,1,E,4,C,BOER4,3,0.5,15,2,NA
2000,1,2/3/2000,G,1,E,4,C,BOER4,4,0.25,12,2,NA
2000,1,2/3/2000,G,1,E,4,C,BOER4,5,0.1,5,6,NA
2000,1,2/3/2000,G,1,E,4,C,DAPU7,1,0.25,4,12,NA
2000,1,2/3/2000,G,1,E,4,C,DAPU7,2,0.1,3,16,NA
2000,1,2/3/2000,G,1,E,4,C,DAPU7,3,0.05,3,4,NA
2000,1,2/3/2000,G,1,E,4,C,SPCR,1,0.1,4,3,WAS_SPCR
2000,1,2/3/2000,G,1,E,4,C,SPCR,2,0.25,10,3,WAS_SPCR
2000,1,2/3/2000,G,1,N,1,C,BOER4,1,12,23,1,NA
2000,1,2/3/2000,G,1,N,1,C,BOER4,2,1,16,6,NA
2000,1,2/3/2000,G,1,N,1,C,BOER4,3,1.5,18,1,NA
2000,1,2/3/2000,G,1,N,1,C,BOER4,4,0.5,16,2,NA
2000,1,2/3/2000,G,1,N,1,C,BOER4,5,2,18,1,NA
2000,1,2/3/2000,G,1,N,1,C,BOER4,6,3.5,18,1,NA
2000,1,2/3/2000,G,1,N,1,C,BOER4,7,0.25,15,3,NA
2000,1,2/3/2000,G,1,N,1,C,BOER4,8,2.5,17,1,NA
2000,1,2/3/2000,G,1,N,2,C,BOER4,1,15,19,1,NA
2000,1,2/3/2000,G,1,N,2,C,BOER4,2,0.5,15,2,NA
2000,1,2/3/2000,G,1,N,2,C,BOER4,3,1,14,2,NA
2000,1,2/3/2000,G,1,N,2,C,BOER4,4,0.05,4,3,NA
2000,1,2/3/2000,G,1,N,2,C,BOER4,5,0.1,5,3,NA
2000,1,2/3/2000,G,1,N,2,C,SPCR,1,0.05,3,1,WAS_SPCR
2000,1,2/3/2000,G,1,N,3,C,BOER4,1,5,17,1,NA
2000,1,2/3/2000,G,1,N,3,C,BOER4,2,1,15,3,NA
2000,1,2/3/2000,G,1,N,3,C,BOER4,3,2,19,1,NA
2000,1,2/3/2000,G,1,N,3,C,BOER4,4,0.5,14,2,NA
2000,1,2/3/2000,G,1,N,3,C,BOER4,5,0.5,19,1,NA
2000,1,2/3/2000,G,1,N,3,C,BOER4,6,0.25,10,4,NA
2000,1,2/3/2000,G,1,N,3,C,BOER4,7,0.1,16,2,NA
2000,1,2/3/2000,G,1,N,3,C,BOER4,8,0.1,8,5,NA
2000,1,2/3/2000,G,1,N,3,C,BOER4,9,0.05,3,1,NA
2000,1,2/3/2000,G,1,N,3,C,SPCO4,1,0.5,29,1,WAS_SPCO4
2000,1,2/3/2000,G,1,N,4,C,BOER4,1,3,21,2,NA
2000,1,2/3/2000,G,1,N,4,C,BOER4,2,2,15,3,NA
2000,1,2/3/2000,G,1,N,4,C,BOER4,3,1,16,3,NA
2000,1,2/3/2000,G,1,N,4,C,BOER4,4,1,21,1,NA
2000,1,2/3/2000,G,1,N,4,C,BOER4,5,0.5,14,2,NA
2000,1,2/3/2000,G,1,N,4,C,SPCO4,1,0.75,20,1,WAS_SPCO4
2000,1,2/3/2000,G,1,N,4,C,SPCO4,2,0.5,15,2,WAS_SPCO4
2000,1,2/3/2000,G,1,N,4,C,SPCO4,3,0.25,8,1,WAS_SPCO4
2000,1,2/3/2000,G,1,N,4,C,SPCO4,4,0.1,7,1,WAS_SPCO4
2000,1,2/3/2000,G,1,S,1,C,BOER4,1,9,22,1,NA
2000,1,2/3/2000,G,1,S,1,C,BOER4,2,7,18,1,NA
2000,1,2/3/2000,G,1,S,1,C,BOER4,3,2,20,1,NA
2000,1,2/3/2000,G,1,S,1,C,BOER4,4,3,18,1,NA
2000,1,2/3/2000,G,1,S,1,C,BOER4,5,1.5,18,1,NA
2000,1,2/3/2000,G,1,S,1,C,BOER4,6,0.5,14,3,NA
2000,1,2/3/2000,G,1,S,1,C,BOER4,7,0.25,9,3,NA
2000,1,2/3/2000,G,1,S,1,C,BOER4,8,0.25,18,1,NA
2000,1,2/3/2000,G,1,S,1,C,BOER4,9,0.1,5,1,NA
2000,1,2/3/2000,G,1,S,1,C,SPCO4,1,1,18,1,WAS_SPCO4
2000,1,2/3/2000,G,1,S,2,C,BOER4,1,1,11,8,NA
2000,1,2/3/2000,G,1,S,2,C,BOER4,2,0.5,15,4,NA
2000,1,2/3/2000,G,1,S,2,C,BOER4,3,0.25,10,11,NA
2000,1,2/3/2000,G,1,S,2,C,BOER4,4,0.1,8,5,NA
2000,1,2/3/2000,G,1,S,3,C,BOER4,1,5,20,1,NA
2000,1,2/3/2000,G,1,S,3,C,BOER4,2,1.5,16,3,NA
2000,1,2/3/2000,G,1,S,3,C,BOER4,3,1,18,2,NA
2000,1,2/3/2000,G,1,S,3,C,BOER4,4,0.5,15,4,NA
2000,1,2/3/2000,G,1,S,3,C,BOER4,5,0.25,17,1,NA
2000,1,2/3/2000,G,1,S,3,C,BOER4,6,0.1,14,7,NA
2000,1,2/3/2000,G,1,S,3,C,BOER4,7,0.1,6,1,NA
2000,1,2/3/2000,G,1,S,3,C,DAPU7,1,0.25,4,1,NA
2000,1,2/3/2000,G,1,S,3,C,SPCO4,1,1.5,20,1,WAS_SPCO4
2000,1,2/3/2000,G,1,S,4,C,ARPU9,1,0.1,7,1,NA
2000,1,2/3/2000,G,1,S,4,C,BOER4,1,0.5,13,2,NA
2000,1,2/3/2000,G,1,S,4,C,BOER4,2,0.25,13,4,NA
2000,1,2/3/2000,G,1,S,4,C,BOER4,3,0.1,7,4,NA
2000,1,2/3/2000,G,1,S,4,C,DAPU7,1,0.1,3,3,NA
2000,1,2/3/2000,G,1,S,4,C,DAPU7,2,0.05,3,1,NA
2000,1,2/3/2000,G,1,S,4,C,GUSA2,1,0.25,7,2,NA
2000,1,2/3/2000,G,1,S,4,C,GUSA2,1,15,26,1,NA
2000,1,2/3/2000,G,1,S,4,C,GUSA2,2,0.75,20,1,NA
2000,1,2/3/2000,G,1,W,1,C,BOER4,1,5,18,2,NA
2000,1,2/3/2000,G,1,W,1,C,BOER4,2,2.5,19,3,NA
2000,1,2/3/2000,G,1,W,1,C,BOER4,3,2,15,2,NA
2000,1,2/3/2000,G,1,W,1,C,BOER4,4,1,13,1,NA
2000,1,2/3/2000,G,1,W,1,C,BOER4,5,0.5,9,2,NA
2000,1,2/3/2000,G,1,W,1,C,BOER4,6,0.25,8,3,NA
2000,1,2/3/2000,G,1,W,1,C,GUSA2,1,0.5,24,1,NA
2000,1,2/3/2000,G,1,W,2,C,BOER4,1,3,19,2,NA
2000,1,2/3/2000,G,1,W,2,C,BOER4,2,1,16,5,NA
2000,1,2/3/2000,G,1,W,2,C,BOER4,3,0.5,14,6,NA
2000,1,2/3/2000,G,1,W,2,C,BOER4,4,0.25,12,5,NA
2000,1,2/3/2000,G,1,W,2,C,BOER4,5,0.1,11,3,NA
2000,1,2/3/2000,G,1,W,2,C,BOER4,6,0.1,4,1,NA
2000,1,2/3/2000,G,1,W,2,C,BOER4,7,0.05,4,1,NA
2000,1,2/3/2000,G,1,W,2,C,GUSA2,1,0.5,25,1,NA
2000,1,2/3/2000,G,1,W,2,C,GUSA2,2,0.25,17,1,NA
2000,1,2/3/2000,G,1,W,3,C,BOER4,1,2.5,20,2,NA
2000,1,2/3/2000,G,1,W,3,C,BOER4,2,1.5,14,1,NA
2000,1,2/3/2000,G,1,W,3,C,BOER4,3,10,18,1,NA
2000,1,2/3/2000,G,1,W,3,C,BOER4,4,3,18,1,NA
2000,1,2/3/2000,G,1,W,3,C,BOER4,5,0.1,6,2,NA
2000,1,2/3/2000,G,1,W,3,C,GUSA2,1,0.25,11,1,NA
2000,1,2/3/2000,G,1,W,4,C,BOER4,1,5,17,2,NA
2000,1,2/3/2000,G,1,W,4,C,BOER4,2,3,16,1,NA
2000,1,2/3/2000,G,1,W,4,C,BOER4,3,2,19,2,NA
2000,1,2/3/2000,G,1,W,4,C,BOER4,4,0.5,17,1,NA
2000,1,2/3/2000,G,1,W,4,C,BOER4,5,1,16,1,NA
2000,1,2/3/2000,G,1,W,4,C,BOER4,6,0.1,6,8,NA
2000,1,2/3/2000,G,1,W,4,C,GUSA2,1,0.5,8,1,NA
2000,1,2/3/2000,G,1,W,4,C,MUAR2,1,0.25,9,1,NA
2000,1,2/3/2000,G,1,W,4,C,MUAR2,2,0.5,9,1,NA
2000,1,2/14/2000,G,2,E,1,C,BOER4,1,0.75,17,2,NA
2000,1,2/14/2000,G,2,E,1,C,BOER4,2,0.5,13,3,NA
2000,1,2/14/2000,G,2,E,1,C,BOER4,3,14,22,1,NA
2000,1,2/14/2000,G,2,E,1,C,BOER4,4,1.5,18,2,NA
2000,1,2/14/2000,G,2,E,1,C,BOER4,5,2,18,2,NA
2000,1,2/14/2000,G,2,E,1,C,BOER4,6,2.5,19,1,NA
2000,1,2/14/2000,G,2,E,1,C,BOER4,7,0.1,11,1,NA
2000,1,2/14/2000,G,2,E,1,C,BOER4,8,1.5,10,1,NA
2000,1,2/14/2000,G,2,E,1,C,PLJA,1,0.05,8,1,NA
2000,1,2/14/2000,G,2,E,2,C,BOER4,1,0.5,9,1,NA
2000,1,2/14/2000,G,2,E,2,C,DAPU7,1,0.25,8,1,NA
2000,1,2/14/2000,G,2,E,2,C,GUSA2,1,0.05,6,1,NA
2000,1,2/14/2000,G,2,E,2,C,GUSA2,1,0.5,14,1,NA
2000,1,2/14/2000,G,2,E,2,C,MUAR2,1,0.05,7,4,NA
2000,1,2/14/2000,G,2,E,2,C,MUAR2,2,0.01,6,1,NA
2000,1,2/14/2000,G,2,E,2,C,PLJA,1,0.25,6,6,NA
2000,1,2/14/2000,G,2,E,2,C,PLJA,2,1.5,14,1,NA
2000,1,2/14/2000,G,2,E,2,C,PLJA,3,0.1,7,6,NA
2000,1,2/14/2000,G,2,E,2,C,PLJA,4,0.05,5,4,NA
2000,1,2/14/2000,G,2,E,2,C,PLJA,5,0.25,19,1,NA
2000,1,2/14/2000,G,2,E,2,C,SPCO4,1,1,18,3,WAS_SPCO4
2000,1,2/14/2000,G,2,E,2,C,SPCO4,2,0.25,14,3,WAS_SPCO4
